Label,Id,most_published_topic
Carlos Alves Pereira,42138,"AI in Education, Art, and Creative Industries"
Benedict Florance Arockiaraj,42139,Large Language Models and Natural Language Processing
Vladislav Hrosinkov,42140,Computer Vision and Image Processing
Yanchen Wang,42141,"AI Ethics, Society, and Policy"
Sahar Arshad,42142,Machine Learning Algorithms and Theoretical AI
Knickerbocker Skylar,42143,Computer Vision and Image Processing
Xiao Zhang,42144,Machine Learning Algorithms and Theoretical AI
Nicolas Chauvet,42145,Quantum Computing and AI
Dimia Iberraken,42146,"Robotics, Autonomous Systems, and Control"
Christopher R. McAdams,42147,Healthcare and Biomedical Applications of AI
Eyal Liron Dolev,42148,"AI Ethics, Society, and Policy"
Adam Hjalmarsson,42149,Healthcare and Biomedical Applications of AI
Thilini Wijesiriwardene,42150,Large Language Models and Natural Language Processing
Tarcisius Januel,42151,Machine Learning Algorithms and Theoretical AI
Jochen Kuhn,42152,"AI in Education, Art, and Creative Industries"
David Filliat,42153,Machine Learning Algorithms and Theoretical AI
Alexander Wong,42154,"Robotics, Autonomous Systems, and Control"
Yanis Bahroun,42155,Machine Learning Algorithms and Theoretical AI
Xin Chen,42156,Machine Learning Algorithms and Theoretical AI
Hanung Wahyuning Linuwih,42157,
Lun Ai,42158,Healthcare and Biomedical Applications of AI
Luke Martin,42159,Large Language Models and Natural Language Processing
S M Mehedi Zaman,42160,Large Language Models and Natural Language Processing
Yuxiang Guan,42161,"Robotics, Autonomous Systems, and Control"
Kai Yang,42162,Machine Learning Algorithms and Theoretical AI
Quoc Hung Cao,42163,Computer Vision and Image Processing
Abdulrezzak Zekiye,42164,
Nicolas Papernot,42165,"AI Ethics, Society, and Policy"
Yamini Bansal,42166,Machine Learning Algorithms and Theoretical AI
Paul Hungler,42167,Healthcare and Biomedical Applications of AI
Sunjae Lee,42168,"AI in Education, Art, and Creative Industries"
Alex Kaskasoli,42169,Large Language Models and Natural Language Processing
Doug Burger,42170,Machine Learning Algorithms and Theoretical AI
Doug Lenat,42171,"AI Ethics, Society, and Policy"
Alexander Rudnicky,42172,Large Language Models and Natural Language Processing
Alexander Kolesnikov,42173,Computer Vision and Image Processing
Yue Zhao,42174,Machine Learning Algorithms and Theoretical AI
Sieben Bocklandt,42175,Machine Learning Algorithms and Theoretical AI
Xupeng Miao,42176,Large Language Models and Natural Language Processing
Chunan Tong,42177,AI for Industrial Automation and Manufacturing
Shahed Rezaei,42178,Machine Learning Algorithms and Theoretical AI
Ayodele Awokoya,42179,Large Language Models and Natural Language Processing
Chenghao Fan,42180,
José Miguel Hernández-Lobato,42181,Large Language Models and Natural Language Processing
Bo Wu,42182,Machine Learning Algorithms and Theoretical AI
Boyu Zhang,42183,Machine Learning Algorithms and Theoretical AI
Xin Lai,42184,Computer Vision and Image Processing
Banghua Zhu,42185,Machine Learning Algorithms and Theoretical AI
Silviu Cucerzan,42186,Large Language Models and Natural Language Processing
Yuhang Wu,42187,Large Language Models and Natural Language Processing
Weitong Chen,42188,Machine Learning Algorithms and Theoretical AI
Henrik Madsen,42189,AI in Social Sciences and Humanities
Yidong Chen,42190,Computer Vision and Image Processing
Mosab S. M. Farea,42191,Healthcare and Biomedical Applications of AI
Allen Z. Ren,42192,"Robotics, Autonomous Systems, and Control"
Tri Q. Nguyen,42193,Healthcare and Biomedical Applications of AI
Dmitry Kazhdan,42194,Machine Learning Algorithms and Theoretical AI
Chuanbo Hua,42195,Machine Learning Algorithms and Theoretical AI
Mark Gales,42196,Large Language Models and Natural Language Processing
Shuli Wang,42197,Machine Learning Algorithms and Theoretical AI
Anton Bakhtin,42198,Large Language Models and Natural Language Processing
Zhimin Yang,42199,Healthcare and Biomedical Applications of AI
Georges Quénot,42200,Computer Vision and Image Processing
Vibhav Sinai Pissurlenkar,42201,Healthcare and Biomedical Applications of AI
Sangmin Woo,42202,Computer Vision and Image Processing
Zhongcheng Liu,42203,Healthcare and Biomedical Applications of AI
Zeyu Chen,42204,Machine Learning Algorithms and Theoretical AI
Dominic Phillips,42205,Machine Learning Algorithms and Theoretical AI
Ian Crook,42206,Emerging Technologies and Future Trends in AI
Lipeng Wan,42207,
Evgenia Ilia,42208,Large Language Models and Natural Language Processing
Baowen Zhang,42209,Computer Vision and Image Processing
Changwei Wang,42210,"Robotics, Autonomous Systems, and Control"
Li Guo,42211,Large Language Models and Natural Language Processing
Andrew Dai,42212,Large Language Models and Natural Language Processing
Elena Di Lavore,42213,Large Language Models and Natural Language Processing
Kerui Zhu,42214,Healthcare and Biomedical Applications of AI
Seungwook Han,42215,Machine Learning Algorithms and Theoretical AI
Ping Jian,42216,Large Language Models and Natural Language Processing
Liang Jiang,42217,Quantum Computing and AI
ZiXuan Wang,42218,Machine Learning Algorithms and Theoretical AI
Sayan Ghosh,42219,Large Language Models and Natural Language Processing
Fabian Martin Mager,42220,Machine Learning Algorithms and Theoretical AI
Shahan Ali Memon,42221,Emerging Technologies and Future Trends in AI
Tim Schubert,42222,Healthcare and Biomedical Applications of AI
Raul Monteiro,42223,Large Language Models and Natural Language Processing
Chris C. Y. Ho,42224,Healthcare and Biomedical Applications of AI
Nina Merkle,42225,"Robotics, Autonomous Systems, and Control"
Jie An,42226,"AI in Education, Art, and Creative Industries"
Abolfazl Asudeh,42227,Machine Learning Algorithms and Theoretical AI
Jason Kuen,42228,Computer Vision and Image Processing
Minghao Tang,42229,Large Language Models and Natural Language Processing
Anthony Louis Corso,42230,Sustainability and Environmental Applications of AI
Lisa Dunlap,42231,Computer Vision and Image Processing
Georgina Ibarra,42232,"AI Ethics, Society, and Policy"
XueTao Li,42233,"Robotics, Autonomous Systems, and Control"
Megan Dare,42234,"AI in Education, Art, and Creative Industries"
Maximilian Rabus,42235,
Yuri Chaplinskyy,42236,Emerging Technologies and Future Trends in AI
Onur Danaci,42237,Emerging Technologies and Future Trends in AI
Takaaki Shiratori,42238,"AI in Education, Art, and Creative Industries"
Robin Rombach,42239,Computer Vision and Image Processing
Carlos Riquelme,42240,Computer Vision and Image Processing
Michael Zuzak,42241,Cybersecurity and Information Security with AI
Wenbiao Zhao,42242,Large Language Models and Natural Language Processing
Hong-Ning Dai,42243,Healthcare and Biomedical Applications of AI
Michael Kampffmeyer,42244,Cybersecurity and Information Security with AI
ShiNung Ching,42245,Healthcare and Biomedical Applications of AI
Abdullah Vanlioglu,42246,Machine Learning Algorithms and Theoretical AI
Marek Śmieja,42247,Machine Learning Algorithms and Theoretical AI
Tsukasa Yumibayashi,42248,Large Language Models and Natural Language Processing
Zekun Moore Wang,42249,"AI in Education, Art, and Creative Industries"
Basak Sakcak,42250,"Robotics, Autonomous Systems, and Control"
Mudit Singal,42251,Computer Vision and Image Processing
Sigang Yu,42252,Healthcare and Biomedical Applications of AI
Long Dinh,42253,Machine Learning Algorithms and Theoretical AI
Rares Ambrus,42254,Computer Vision and Image Processing
Yashar Talebirad,42255,Machine Learning Algorithms and Theoretical AI
Paul G. Fahey,42256,Healthcare and Biomedical Applications of AI
Aditya Chattopadhyay,42257,Machine Learning Algorithms and Theoretical AI
Luis Martí-Bonmatí,42258,Healthcare and Biomedical Applications of AI
Miriam Cha,42259,Emerging Technologies and Future Trends in AI
Matheus Vinícius Teotonio do Nascimento Andrade,42260,"Robotics, Autonomous Systems, and Control"
Linbo Jin,42261,"AI in Education, Art, and Creative Industries"
Robert Gmyr,42262,Large Language Models and Natural Language Processing
Shin Ishii,42263,"Robotics, Autonomous Systems, and Control"
Raj Palleti,42264,"Robotics, Autonomous Systems, and Control"
Martin Schultz,42265,
Junfeng Guo,42266,Cybersecurity and Information Security with AI
Guozheng Li,42267,Large Language Models and Natural Language Processing
Dongsoo Har,42268,Computer Vision and Image Processing
Weidong Cui,42269,Large Language Models and Natural Language Processing
Jonathan H. Clark,42270,Large Language Models and Natural Language Processing
Rocco Vertechy,42271,"Robotics, Autonomous Systems, and Control"
Edmond Liu,42272,Computer Vision and Image Processing
Xin Geng,42273,Machine Learning Algorithms and Theoretical AI
Burak Bartan,42274,Machine Learning Algorithms and Theoretical AI
Yu-Ping Cheng,42275,Large Language Models and Natural Language Processing
Daniel Castro Chin,42276,"AI in Education, Art, and Creative Industries"
Ana Nikolikj,42277,Machine Learning Algorithms and Theoretical AI
Manley Roberts,42278,Large Language Models and Natural Language Processing
Linda Luu,42279,"Robotics, Autonomous Systems, and Control"
Peyman Moghadam,42280,Computer Vision and Image Processing
Niklas Breustedt,42281,Machine Learning Algorithms and Theoretical AI
Yasmine Babaei,42282,"AI in Education, Art, and Creative Industries"
Geoffroy Thibault,42283,"AI in Education, Art, and Creative Industries"
Zishan Xu,42284,Computer Vision and Image Processing
Shruthi Chari,42285,Healthcare and Biomedical Applications of AI
Been Kim,42286,Machine Learning Algorithms and Theoretical AI
Ashwin Swaminathan,42287,Computer Vision and Image Processing
Md. Taufiqul Haque Khan Tusar,42288,Healthcare and Biomedical Applications of AI
Akhilan Boopathy,42289,Machine Learning Algorithms and Theoretical AI
Gaurav Aggarwal,42290,Machine Learning Algorithms and Theoretical AI
Hanchu Zhang,42291,Large Language Models and Natural Language Processing
Yali Bian,42292,Human-Computer Interaction and User Experience
Kaijiang Chen,42293,"AI in Education, Art, and Creative Industries"
Zachary C Lipton,42294,Emerging Technologies and Future Trends in AI
Siddhartha Laghuvarapu,42295,
Félix Henry,42296,Computer Vision and Image Processing
Rafael S. Oyamada,42297,AI for Industrial Automation and Manufacturing
Zhaoji Fu,42298,Healthcare and Biomedical Applications of AI
Anais Emelie,42299,Healthcare and Biomedical Applications of AI
Meihui Zhang,42300,Machine Learning Algorithms and Theoretical AI
Shengsheng Qian,42301,Machine Learning Algorithms and Theoretical AI
Yunzhe Qi,42302,Machine Learning Algorithms and Theoretical AI
Xinyuan Ji,42303,Machine Learning Algorithms and Theoretical AI
Anna V. Kononova,42304,"AI Ethics, Society, and Policy"
Adrian Wheeldon,42305,Emerging Technologies and Future Trends in AI
Yunfeng Shao,42306,Machine Learning Algorithms and Theoretical AI
Weichao Lan,42307,Computer Vision and Image Processing
Arnav Kundu,42308,Machine Learning Algorithms and Theoretical AI
Matthew M Churpek,42309,Healthcare and Biomedical Applications of AI
Mattia Jacopo Villani,42310,Machine Learning Algorithms and Theoretical AI
Matthew Marquez,42311,Large Language Models and Natural Language Processing
Negar Ghorbani,42312,"AI in Education, Art, and Creative Industries"
Hayden Gunraj,42313,Machine Learning Algorithms and Theoretical AI
Kush Bhatia,42314,Machine Learning Algorithms and Theoretical AI
Sumit Kumar Dam,42315,Large Language Models and Natural Language Processing
William Arnold,42316,Large Language Models and Natural Language Processing
Junhwa Song,42317,Machine Learning Algorithms and Theoretical AI
Forrest Iandola,42318,"AI in Education, Art, and Creative Industries"
Predrag Klasnja,42319,Machine Learning Algorithms and Theoretical AI
Yi Dong,42320,Large Language Models and Natural Language Processing
Florian Lorber,42321,"Robotics, Autonomous Systems, and Control"
Sebastian Möller,42322,Large Language Models and Natural Language Processing
Yingyong Qi,42323,Large Language Models and Natural Language Processing
Márton Karsai,42324,
Jaclyn A Stephens,42325,Healthcare and Biomedical Applications of AI
Dylan Campbell,42326,Computer Vision and Image Processing
Bernard Nguyen,42327,Data Science and Analytics
Thomas G. O'Connor,42328,
Shukai Duan,42329,
Ricky T. Q. Chen,42330,Machine Learning Algorithms and Theoretical AI
Vijil Chenthamarakshan,42331,Machine Learning Algorithms and Theoretical AI
Benjamin R. Cowan,42332,Human-Computer Interaction and User Experience
Yanhong Li,42333,Machine Learning Algorithms and Theoretical AI
Nanna. M. Sijtsema,42334,"AI Ethics, Society, and Policy"
Deepesh Pai,42335,Sustainability and Environmental Applications of AI
Jonathan Wheare,42336,"Robotics, Autonomous Systems, and Control"
Fisher Yu,42337,Computer Vision and Image Processing
Shenglong Zhou,42338,Computer Vision and Image Processing
Chris Bayliss,42339,"AI in Education, Art, and Creative Industries"
Glen Berseth,42340,Healthcare and Biomedical Applications of AI
Malka N. Halgamuge,42341,Emerging Technologies and Future Trends in AI
Yurie Iribe,42342,"Robotics, Autonomous Systems, and Control"
Bobbi Aubrey,42343,Large Language Models and Natural Language Processing
Walsh Simon,42344,Machine Learning Algorithms and Theoretical AI
Michel Plüss,42345,AI in Social Sciences and Humanities
Minsheng Hao,42346,Data Science and Analytics
Bin Xia,42347,Computer Vision and Image Processing
Yingda Chen,42348,"AI in Education, Art, and Creative Industries"
Geeth De Mel,42349,Data Science and Analytics
Yohan Hong,42350,Computer Vision and Image Processing
Liangmin Wu,42351,Large Language Models and Natural Language Processing
Mohammad Hossein Amini,42352,"Robotics, Autonomous Systems, and Control"
Lan Ma,42353,
Lopamudra Praharaj,42354,Cybersecurity and Information Security with AI
Justin Wood,42355,AI in Social Sciences and Humanities
Nicholas Chong Jia Le,42356,Machine Learning Algorithms and Theoretical AI
Joar Wandborg,42357,Large Language Models and Natural Language Processing
Yue Meng,42358,"Robotics, Autonomous Systems, and Control"
Ashish Jagmohan,42359,"AI in Education, Art, and Creative Industries"
Albert Y. Zomaya,42360,Data Science and Analytics
Mudi Jiang,42361,Data Science and Analytics
Maciej Korczynski,42362,"AI Ethics, Society, and Policy"
Tsang-Wei Edward Lee,42363,"Robotics, Autonomous Systems, and Control"
Sébastien Giordano,42364,Computer Vision and Image Processing
Lei Zhang,42365,Computer Vision and Image Processing
Mélanie Roschewitz,42366,Healthcare and Biomedical Applications of AI
Nils N. Kriege,42367,Machine Learning Algorithms and Theoretical AI
Aaron Ho,42368,Large Language Models and Natural Language Processing
Sharon Kirkpatrick,42369,Healthcare and Biomedical Applications of AI
Siyu Mo,42370,Computer Vision and Image Processing
Jaward Sesay,42371,Machine Learning Algorithms and Theoretical AI
Sudev Kumar Padhi,42372,
Stefano De Giorgis,42373,"AI Ethics, Society, and Policy"
